date,revenue
10/14/2010,468.3749374
10/1/2010,423.226104
8/5/2011,437.3356865
8/6/2011,285.5459296
2/10/2011,245.9229428
7/26/2010,327.8390157
10/31/2010,309.5891505
11/2/2011,411.9048917
12/16/2010,305.1000363
5/22/2011,638.4287366
7/19/2010,524.6783272
4/24/2011,342.1381525
3/5/2011,357.4707804
6/2/2011,378.696713
5/16/2010,505.7528477
8/22/2010,631.7755368
5/8/2011,563.3195217
4/17/2011,459.9762632
4/3/2011,528.2536243
2/27/2011,569.8489256
3/31/2011,427.7188281
5/27/2010,424.2432671
11/12/2010,368.2038565
1/20/2011,247.6438854
3/31/2010,371.3480238
9/23/2010,481.7454662
4/5/2011,491.8885587
12/5/2010,561.8873256
5/13/2010,436.2277734
12/30/2011,472.2799369
6/12/2010,292.2422706
5/17/2010,263.4812333
12/26/2010,497.6446643
8/9/2011,550.7070103
11/11/2010,98.37380507
5/19/2011,413.8726135
9/11/2011,613.7852573
4/21/2010,486.9910808
4/1/2010,392.9499069
11/15/2011,305.479811
6/27/2011,400.5054263
3/29/2010,400.0384944
10/19/2010,527.1173259
10/10/2010,547.4864582
4/30/2011,407.7273444
10/19/2011,416.3637083
2/24/2011,408.8003065
12/5/2011,364.7477661
2/5/2010,480.4517142
10/25/2010,396.3905492
5/18/2010,281.7948344
10/13/2010,556.4939733
9/24/2010,368.9541292
4/15/2010,368.7190348
4/13/2011,213.9919557
6/8/2010,257.4426569
8/25/2011,345.3091498
9/29/2011,408.2476743
5/4/2011,231.2829478
6/19/2010,474.6330744
12/20/2011,155.8210873
7/15/2011,549.7451811
5/3/2011,446.2180026
7/2/2011,468.1481718
8/21/2011,540.2068465
3/12/2011,419.363826
10/4/2011,294.7296473
3/14/2011,235.5392405
12/17/2011,636.5797764
2/8/2011,401.0825057
10/5/2011,501.1754177
2/13/2011,624.3597202
4/8/2011,472.8180975
3/19/2010,574.2097413
11/28/2011,469.7761096
7/15/2010,406.4470982
10/28/2010,228.199445
11/26/2010,154.5948033
12/29/2011,424.8440194
3/23/2010,382.3364866
5/20/2011,402.4566469
3/15/2010,179.5736729
7/31/2010,501.1990453
1/14/2011,609.8145675
3/21/2011,494.6840691
10/13/2011,354.9528827
2/12/2011,426.3415777
3/3/2011,374.3706584
2/20/2011,412.164254
12/4/2011,561.7566105
8/13/2010,464.2566311
11/8/2010,334.2289073
12/16/2011,354.1531352
12/8/2010,376.8169632
2/28/2011,492.1771438
1/16/2010,420.2299339
3/9/2011,190.2208935
2/14/2011,311.1410679
8/19/2010,348.1340101
4/2/2011,284.4842375
10/9/2010,490.0984834
5/12/2010,515.0658005
1/31/2010,494.1177885
7/1/2010,423.45126
10/12/2010,325.8796119
9/17/2010,550.6718626
8/13/2011,405.0048763
3/29/2011,373.5314449
12/9/2011,359.7403315
3/10/2011,405.5755049
9/9/2011,547.2654892
7/28/2011,413.3038503
2/2/2010,2.718270792
9/10/2010,492.8170648
6/15/2011,477.3268401
5/28/2011,474.3575633
10/7/2010,426.2516377
9/6/2010,247.0288504
12/22/2011,288.0681937
8/18/2011,477.7780787
1/15/2011,472.6046742
11/6/2011,534.3403473
8/26/2011,534.4733326
10/12/2011,317.1084752
11/14/2011,428.7186508
6/25/2010,547.3138494
8/19/2011,351.0263825
4/29/2010,241.2812085
12/1/2011,389.8241628
2/7/2010,463.200741
6/18/2011,515.495641
3/22/2010,442.6695295
7/11/2011,494.2000703
4/23/2010,273.4019978
10/1/2011,531.1249041
3/15/2011,405.5852892
1/17/2010,505.6390955
1/26/2011,140.8357158
7/10/2010,467.7388935
4/27/2011,95.61737978
1/10/2011,448.5234792
9/5/2010,513.554291
1/8/2010,526.2905087
10/22/2010,525.4766005
12/14/2010,395.4043015
7/4/2011,407.6299301
2/26/2010,356.3924329
10/29/2011,626.3636052
12/15/2011,383.3048821
9/13/2011,514.4073901
9/19/2010,255.2260324
9/26/2011,439.0392411
3/26/2010,410.9548045
10/16/2011,400.9271569
9/4/2011,366.4665652
10/20/2011,563.0179904
1/22/2011,521.2894132
2/25/2010,546.0502498
4/16/2011,320.5643172
1/23/2010,429.5796172
4/9/2011,430.4847837
5/24/2011,296.3186734
4/21/2011,320.1288308
3/1/2010,376.2534426
4/20/2011,502.3771221
12/24/2011,524.4758276
2/17/2011,349.224851
8/4/2010,383.4839855
3/19/2011,547.9028853
11/5/2010,372.7975837
6/5/2010,460.2064631
7/25/2010,366.2777156
5/14/2011,292.7553334
11/25/2011,332.4359236
2/17/2010,343.9702813
9/20/2010,200.964728
6/3/2011,388.4783917
5/1/2010,436.7593022
2/22/2010,494.6623743
3/2/2011,258.1631275
8/20/2010,584.0750301
1/20/2010,336.9645509
9/3/2011,324.7658055
1/7/2010,417.2376909
2/23/2010,515.8095743
4/12/2011,349.9152001
12/27/2010,512.0358723
10/27/2011,480.2593911
7/17/2011,575.171355
10/11/2010,424.4134659
4/22/2011,401.6204277
9/4/2010,483.8021331
1/3/2010,499.4033601
12/13/2010,206.4532073
3/7/2011,364.5566488
11/18/2011,321.4691059
9/27/2010,323.3237034
9/14/2010,382.113951
3/25/2011,468.97647
2/21/2011,446.166772
8/15/2010,429.9447741
3/18/2010,249.4778881
12/1/2010,428.9217435
4/28/2011,553.2127012
9/30/2011,408.7390344
7/29/2010,384.7079253
10/6/2010,422.629838
6/19/2011,636.5580095
8/21/2010,589.41555
2/18/2011,119.6797147
8/16/2011,534.273549
9/7/2010,254.9384316
3/11/2010,247.1038604
6/29/2011,215.8033506
7/3/2010,541.1982922
6/28/2010,311.9500887
6/3/2010,398.6497323
1/25/2011,362.1733064
5/18/2011,417.753822
9/29/2010,402.6536268
6/25/2011,445.8724828
1/29/2010,558.3193805
7/22/2011,322.820631
2/2/2011,411.3649562
7/14/2011,376.2863637
8/30/2011,430.0275045
4/3/2010,426.4311776
12/2/2011,319.4448292
1/19/2010,338.53116
6/26/2011,516.2001619
11/18/2010,512.7341562
3/27/2010,250.9435924
9/28/2011,379.677578
5/5/2010,501.642171
11/7/2010,389.9815076
6/4/2010,246.1897516
9/1/2011,539.5521606
1/2/2010,445.5660219
5/15/2010,449.7614548
8/3/2010,546.5297907
2/22/2011,416.0320882
4/19/2011,322.7633352
1/21/2011,415.8273497
2/15/2011,340.6235657
2/19/2010,483.8419477
12/30/2010,352.1289291
4/30/2010,306.4368693
1/19/2011,134.2363787
2/9/2010,395.0465226
8/11/2011,467.1576922
7/7/2011,360.4351344
3/4/2010,228.6796865
6/17/2011,438.6104907
7/26/2011,421.2019405
12/22/2010,318.7491425
2/3/2011,473.4435761
1/29/2011,437.0394302
1/8/2011,419.6686587
12/21/2011,331.3317904
1/22/2010,487.2851289
3/14/2010,573.2931405
11/30/2010,383.412428
3/18/2011,269.8490007
2/10/2010,433.5834748
8/4/2011,432.0062514
1/27/2010,258.6559583
7/11/2010,403.9940015
12/8/2011,311.6863491
7/20/2011,345.1120305
11/23/2011,335.5648596
7/8/2010,361.4970905
8/29/2011,337.3546363
6/5/2011,610.2976057
3/5/2010,597.4722486
10/3/2010,342.7944629
6/28/2011,371.7610378
4/1/2011,305.2082338
4/22/2010,361.4568172
1/1/2011,576.6137918
2/12/2010,433.6066224
9/17/2011,659.1749551
11/16/2010,312.5983102
8/8/2011,512.5083817
10/21/2011,346.8526141
1/3/2011,523.278111
3/28/2011,489.2459869
11/12/2011,467.1187739
12/25/2010,455.9744495
3/13/2011,303.3700711
2/11/2010,591.4019031
12/2/2010,403.3885364
9/24/2011,629.6294209
8/27/2010,290.2040801
2/1/2011,493.6638619
5/28/2010,442.1624838
2/1/2010,425.5786268
4/5/2010,329.5776637
9/16/2011,324.2783675
6/18/2010,423.0939833
8/24/2010,572.3907756
2/24/2010,404.8246895
7/5/2010,431.2684275
10/25/2011,382.7106778
8/7/2010,517.5423829
8/2/2010,214.6536645
11/27/2010,441.607481
2/25/2011,576.6200111
11/15/2010,399.9073495
7/18/2011,447.8043129
6/16/2010,308.0849272
1/23/2011,499.7802355
10/8/2011,453.8680635
1/16/2011,364.6334897
8/24/2011,518.635941
9/15/2010,166.233911
11/22/2011,519.9155972
12/19/2011,368.4325853
3/6/2011,479.9619297
11/16/2011,371.8525027
11/24/2011,274.5493845
7/16/2010,492.7839412
7/24/2011,451.6317923
7/13/2011,471.8773792
8/12/2011,170.8520724
9/15/2011,565.7539133
6/27/2010,472.8935158
11/26/2011,614.3101154
10/29/2010,426.5678021
12/17/2010,543.1932909
6/6/2011,267.7508113
10/31/2011,303.8748758
6/23/2011,542.7773171
4/18/2010,453.8627103
12/10/2010,389.3404706
4/15/2011,231.535679
7/8/2011,208.8965784
5/21/2011,299.9083375
8/7/2011,456.8998393
7/31/2011,461.4865742
11/2/2010,456.8901917
6/6/2010,396.8708124
7/28/2010,218.5906386
5/6/2011,96.12033878
5/23/2011,335.5620576
5/2/2010,602.9145258
6/10/2010,347.5560776
12/26/2011,406.4163096
7/7/2010,456.4679808
1/12/2011,418.8155639
10/23/2010,598.0870838
5/31/2011,280.4621805
5/11/2011,196.7916134
8/1/2010,558.301888
2/3/2010,428.860993
11/10/2011,450.2990842
8/28/2011,523.7292053
5/30/2010,373.4068012
6/17/2010,421.2007073
5/16/2011,290.9616987
12/10/2011,375.9664024
10/22/2011,506.8962676
1/13/2011,414.6838234
6/16/2011,344.3994711
3/17/2010,396.9777112
11/27/2011,472.5196338
7/23/2010,230.7092511
10/27/2010,115.8528591
7/20/2010,305.0275072
5/7/2011,419.4120497
6/20/2010,482.5151907
5/5/2011,513.3499477
10/8/2010,372.6108779
2/15/2010,425.9370352
1/12/2010,456.479957
1/5/2011,346.7603042
12/12/2011,490.7044011
6/21/2011,508.9136321
10/2/2010,453.4374727
7/6/2011,234.1546571
2/6/2010,601.285927
2/9/2011,428.4370732
2/4/2010,451.6140152
4/24/2010,535.3799462
7/21/2010,337.197574
2/21/2010,372.4326103
9/10/2011,608.2027739
11/25/2010,568.6817519
4/2/2010,351.1604922
2/16/2010,389.7721756
9/18/2011,494.8013074
4/13/2010,318.1889871
4/11/2011,505.7167975
7/5/2011,573.8414925
1/1/2010,505.4706653
4/4/2011,394.2241662
2/26/2011,459.5256812
11/24/2010,413.2454514
4/12/2010,374.6866632
12/11/2010,474.4731168
3/7/2010,471.5722203
3/27/2011,576.9046087
4/9/2010,208.2515416
5/21/2010,559.3933486
3/13/2010,301.2159861
5/6/2010,393.6369341
6/30/2010,338.4384026
7/10/2011,473.023679
7/29/2011,407.6061013
11/17/2010,574.8739703
12/11/2011,475.4701587
11/3/2011,427.5353321
10/4/2010,251.7243102
9/27/2011,348.0087473
4/27/2010,382.6105098
1/4/2010,361.5697427
9/30/2010,618.9303914
4/4/2010,470.3585356
5/26/2011,195.0193224
1/11/2011,244.2102604
8/6/2010,553.8835421
10/18/2011,414.7268891
9/28/2010,398.623686
1/4/2011,392.9387571
9/12/2011,354.1638333
5/9/2011,152.5696935
2/18/2010,361.0689183
11/28/2010,634.3627183
9/19/2011,404.6688953
4/8/2010,476.910824
6/7/2010,366.6081366
12/28/2011,464.7746563
5/31/2010,273.4334179
7/27/2010,359.4108723
7/12/2010,470.8965836
4/18/2011,515.5481187
5/25/2010,473.5954528
11/11/2011,350.3661425
12/20/2010,409.160607
5/24/2010,249.8813582
8/8/2010,536.4511327
3/25/2010,476.7574891
12/18/2011,500.1555585
2/23/2011,507.1676311
2/20/2010,507.4162562
1/13/2010,416.1392634
10/26/2010,479.8860586
6/24/2011,414.8899002
10/15/2011,325.1480224
11/21/2011,488.3267688
11/9/2010,540.0090759
10/2/2011,530.0661665
6/11/2010,344.3032859
2/27/2010,560.9266153
12/7/2011,359.9992492
8/17/2011,393.7535168
12/31/2011,647.9467897
7/4/2010,202.106151
11/4/2011,575.5144236
9/5/2011,153.7799374
12/6/2010,474.3102901
5/10/2010,393.5883799
4/25/2011,505.2175833
5/27/2011,225.3961142
5/10/2011,366.6690051
7/30/2010,420.5124002
8/27/2011,610.5899308
1/18/2010,363.0484832
2/13/2010,491.9187856
3/9/2010,429.9803667
5/9/2010,596.3289817
1/18/2011,201.6608864
1/6/2011,356.4329463
10/24/2010,486.95399
6/2/2010,343.8178788
8/30/2010,330.0433984
7/30/2011,396.8101873
1/24/2010,417.7604584
9/20/2011,382.1807692
8/16/2010,393.7119625
12/18/2010,416.9280323
11/13/2011,557.3301884
12/24/2010,357.2196428
1/10/2010,627.7391458
8/10/2010,437.2146351
11/8/2011,442.2546251
7/1/2011,419.6268355
6/9/2011,398.4269082
11/20/2011,489.235118
10/30/2010,525.3334128
6/1/2010,481.0261323
12/3/2011,501.6451537
12/9/2010,540.7022734
8/3/2011,372.5534658
1/24/2011,518.6543124
2/6/2011,560.2256002
12/23/2010,410.8562188
11/4/2010,467.1755954
6/8/2011,554.0220937
9/7/2011,444.6244346
10/17/2010,697.8973122
4/10/2010,516.5955898
5/20/2010,438.8865174
9/22/2011,457.6537723
1/7/2011,518.2584143
3/17/2011,368.4769067
5/3/2010,315.2706483
1/26/2010,549.7319852
10/15/2010,397.5333194
